Company,Public Or Private,Country,Industry,Description,Website,Employees (Estimate),Region,Sdg 1: Aligned,Sdg 1: Misaligned,Sdg 2: Aligned,Sdg 2: Misaligned,Sdg 3: Aligned,Sdg 3: Misaligned,Sdg 4: Aligned,Sdg 4: Misaligned,Sdg 5: Aligned,Sdg 5: Misaligned,Sdg 6: Aligned,Sdg 6: Misaligned,Sdg 7: Aligned,Sdg 7: Misaligned,Sdg 8: Aligned,Sdg 8: Misaligned,Sdg 9: Aligned,Sdg 9: Misaligned,Sdg 10: Aligned,Sdg 10: Misaligned,Sdg 11: Aligned,Sdg 11: Misaligned,Sdg 12: Aligned,Sdg 12: Misaligned,Sdg 13: Aligned,Sdg 13: Misaligned,Sdg 14: Aligned,Sdg 14: Misaligned,Sdg 15: Aligned,Sdg 15: Misaligned,B Corp,Company Size,Culture Score,Capacity Score,Conduct Score,Collaboration Score,Oracle Score,Revenue (M),Member Of Business In The Community Uk,Member Full Abpi,Net Impact Ratio,B Corp Community Impact Score,B Corp Assessment Score
Philip Morris,Public,USA,Consumer Goods,"Philip Morris International Inc. (PMI) is an American multinational tobacco company, with products sold in over 180 countries. The most recognized and best selling product of the company is Marlboro.  Philip Morris International is often referred to as one of the companies comprising Big Tobacco.Until spun off in March 2008, Philip Morris International was an operating company of Altria. Altria explained the spin-off, arguing PMI would have more ""freedom,"" i.e. leeway outside the responsibilities and standards of American corporate ownership in terms of potential litigation and legislative restrictions to ""pursue sales growth in emerging markets"", while Altria focuses on the American domestic market. The shareholders in Altria at the time were given shares in PMI, which was listed on the London Stock Exchange and other markets.The company's legal seat is in Stamford, Connecticut, but it does not operate in the United States of America. Philip Morris USA, a subsidiary of PMI's former owner American parent Altria group, owns the Philip Morris brands there. PMI's operational headquarters are in Lausanne, Switzerland.With tobacco being addictive and the single greatest cause of preventable death globally, the company is highly controversial, not least because of its history of obfuscating scientific evidence around the health impacts of smoking. It has been the subject of litigation and restrictive legislation from governments.The company ranked No. 101 in the 2021 Fortune 500 list of the largest corporations by total revenue.CollapseSource: Wikipedia",www.pmi.com,"69,600 (Annual report, 2021)",North America,0,0,0,0,0,-0.903,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Large,0,0,0,0,0,31406,0,0,-0.665198238,,
Shaanxi Yanchang Petroleum,Public,China,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.463,0,-0.853,0.25,0,0,-0.463,0,0,0,-0.463,0,0,0,-0.871,0,-0.463,0,0,0,Large,0,0,0,0,0,44564,0,0,,,
Idemitsu Kosan,Public,Japan,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0.016,0,0,0,0,0,0,0,0,-0.378,0.017,-0.709,0.25,0,0.013,-0.355,0,0,0,-0.355,0,0,0.022,-0.557,0,-0.378,0,-0.024,0,Mega,0,0,0,0,0,50285,0,0,0.497797357,,
Delta Air Lines,Public,USA,Transportation and Logistics,"Delta Air Lines is one of the major airlines of the United States and a legacy carrier. One of the world's oldest airlines in operation, Delta is headquartered in Atlanta, Georgia. The airline, along with its subsidiaries and regional affiliates, including Delta Connection, operates over 5,400 flights daily and serves 325 destinations in 52 countries on six continents. Delta is a founding member of the SkyTeam airline alliance.  As of the end of 2022, it had 90,000 employees.Delta has nine hubs, with Atlanta being its largest in terms of total passengers and number of departures. It is ranked second among the world's largest airlines by number of passengers carried, passenger-miles flown, and fleet size. It is ranked first by revenue for commercially owned airline companies as well as in brand value, and 113th on the Fortune 500.CollapseSource: Wikipedia",www.delta.com/,"83,000 (Demandbase, 2021)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,-0.752,0,0,0,-0.457,0,0,0,0,0,Mega,0,0,0,0,0,50582,0,0,,,
China Shenhua Energy,Public,China,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,-0.475,0,0,0,0,0,-0.477,0,-0.476,0.25,0,0.012,-0.476,0,0,0.012,-0.478,0,0,0,-0.876,0,-0.476,0,0,0,Mega,0,0,0,0,0,51564,0,0,0.5,,
Shandong Energy,Public,China,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,-0.05,0,0,0,0,0,-0.4,0,-0.7,0.25,0,0,-0.35,0,0,0,-0.35,0,0,0,-0.8,0,-0.45,0,-0.1,0,Mega,0,0,0,0,0,51893,0,0,0.49339207,,
Bharat Petroleum,Public,India,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.433,0,-0.8,0.25,0,0,-0.433,0,0,0,-0.433,0,0,0,-0.6,0,-0.433,0,-0.067,0,Mega,0,0,0,0,0,53889,0,0,0.511013216,,
Hindustan Petroleum,Public,India,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.357,0,-0.643,0.25,0,0,-0.357,0,0,0,-0.357,0,0,0,-0.5,0,-0.357,0,0,0,Mega,0,0,0,0,0,54897,0,0,0.495594714,,
Petronas,Public,Malaysia,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.257,0,-0.582,0.25,0,0,-0.419,0,0,0,-0.43,0,0,0,-0.691,0,-0.268,0,0,0,Mega,0,0,0,0,0,58027,0,0,0.647577093,,
Raytheon Technologies,Public,USA,Aerospace and Defense,"RTX Corporation (formerly Raytheon Technologies Corporation) is an American multinational aerospace and defense conglomerate headquartered in Arlington, Virginia. It is one of the largest aerospace and defense manufacturers in the world by revenue and market capitalization, as well as one of the largest providers of intelligence services. RTX manufactures aircraft engines, avionics, aerostructures, cybersecurity solutions, guided missiles, air defense systems, satellites, and drones. The company is also a large military contractor, getting a significant portion of its revenue from the U.S. government.The company is the result of the merger of equals between the aerospace subsidiaries of United Technologies Corporation (UTC) and the Raytheon Company, which was completed on April 3, 2020. Before the merger, UTC spun off its non-aerospace subsidiaries Otis Elevator Company and Carrier Corporation. UTC is the nominal survivor of the merger but it changed its name to Raytheon Technologies and moved its headquarters to Waltham, Massachusetts. Former UTC CEO and chairman Gregory J. Hayes is Chairman and CEO of the combined company.The company, which changed its name to RTX in July 2023, has three subsidiaries: Collins Aerospace, Pratt & Whitney, and Raytheon (formerly Raytheon Intelligence & Space and Raytheon Missiles & Defense).CollapseSource: Wikipedia",www.rtx.com/,"182,000 (Annual report, 2022)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0.037,0,0,0,0,-0.127,0.051,0,0,-0.107,0,0,0,0,0,Mega,0,0,0,0,0,67100,0,0,,,
Energy Transfer,Public,USA,Environment and Energy,"Energy Transfer LP is an American company engaged in natural gas and propane
pipeline transport. It is organized under Delaware state laws and headquartered in
Dallas, Texas. It was founded in 1995 by Ray Davis and Kelcy Warren, who remains
Chairman and CEO. It owns a 36.4% interest in Dakota Access, LLC, the company
responsible for developing the Dakota Access Pipeline....Source: Wikipedia",www.energytransfer.com/,"12,558 (Annual report, 2021)",North America,0,0,0,0,0,0,0,0,0,0,0,-0.109,0.041,-0.459,0.25,0,0.041,-0.325,0,0,0,-0.325,0,0,0,-0.667,0,-0.134,0,0,0,Mega,0,0,0,0,0,67417,0,0,0.656387665,,
U.S. Postal Service,Private,USA,Real Estate,No description available currently.,,"565,021 (fortune500, 2020)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.088,-0.441,0,0,0.044,-0.441,0,0,0,0,0,Mega,0,0,0,0,0,71154,0,0,,,
Oil & Natural Gas,Public,India,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.929,0.25,0,0,-0.5,0,0,0,-0.5,0,0,0,-0.857,0,-0.5,0,0,0,Mega,0,0,0,0,0,81773,0,0,0.54845815,,
SK Holdings,Public,South Korea,Business Services,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0.037,0,0,0,0,0,0,-0.209,0.058,-0.437,0.25,0,0.149,-0.268,0,0,0.031,-0.268,0,0,0.029,-0.456,0,-0.209,0,0,0,Mega,0,0,0,0,0,86163,0,0,,,
China Minmetals,Public,China,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,-0.034,0,-0.431,0,-0.828,0,Mega,0,0,0,0,0,88357,0,0,,,
Petrobras,Public,Brazil,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,South America,0,0,0,0,0,0,0,0,0,0,0,-0.461,0.04,-0.812,0.25,0,0.021,-0.46,0,0,0.019,-0.46,0,0,0.04,-0.718,0,-0.452,0,0,0,Mega,0,0,0,0,0,90117,0,0,0.588105727,,
PTT,Public,Thailand,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.365,0,-0.825,0.25,0,0,-0.49,0,0,0,-0.49,0,0,0,-0.82,0,-0.365,0,0,0,Mega,0,0,0,0,0,99812,0,0,0.603524229,,
ENEOS,Public,Japan,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.159,0.03,-0.323,0.25,0,0.024,-0.22,0,0,0.024,-0.22,0.049,-0.018,0.018,-0.463,0,-0.189,0,-0.049,0,Mega,0,0,0,0,0,102857,0,0,0.63215859,,
Indian Oil,Public,India,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.28,0,-0.654,0.25,0,0,-0.467,0,0,0,-0.467,0,0,0,-0.844,0,-0.283,0,0,0,Mega,0,0,0,0,0,110747,0,0,0.618942731,,
Glencore,Public,Switzerland,Industrial and Manufacturing,"Glencore plc is a Swiss multinational commodity trading and mining company with headquarters in Baar, Switzerland. Glencore's oil and gas head office is in London and its registered office is in Saint Helier, Jersey. The current company was created through a merger of Glencore with Xstrata on 2 May 2013. As of 2015, it ranked tenth in the Fortune Global 500 list of the world's largest companies. In the 2020 Forbes Global 2000, Glencore International was ranked as the 484th-largest public company in the world. As of July 2022, it is the world's largest commodity trader.As Glencore International, the company was already one of the world's largest integrated producers and marketers of commodities. It was the largest company in Switzerland as well as the world's largest commodities trading company, with a 2010 global market share of 60% in internationally tradable zinc, 50% in internationally tradable copper, 9% in the internationally tradable grain market and 3% in the internationally tradable oil market.Glencore had a number of production facilities all around the world and supplied metals, minerals, crude oil, oil products, coal, natural gas and agricultural products to international customers in the automotive, power generation, steel production and food processing industries. The company was formed in 1994 by a management buyout of Marc Rich + Co AG (itself founded in 1974). It was listed on the London Stock Exchange in May 2011 and was a constituent of the FTSE 100 Index. It had a secondary listing on the Hong Kong Stock Exchange, but it has withdrawn from January 2018. Glencore's shares started trading on the Johannesburg Stock Exchange in November 2013. The Qatar Investment Authority is its biggest shareholder as of 2016. In March 2022, Qatar's Sovereign Wealth Fund announced it would sell a stake worth £812 million (US$1.1 billion) in Glencore Plc.CollapseSource: Wikipedia",www.glencore.com/,"81,706 (Demandbase, 2022)",Europe,0,0,0,0,0,-0.088,0,0,0,0,0,-0.324,0,-0.647,0.25,0,0,-0.343,0,0,0,-0.343,0,0,0,-0.68,0,-0.437,0,-0.365,0,Mega,0,0,0,0,0,255984,0,0,0.528634361,,
China National Petroleum,Public,China,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.19,0,-0.5,0.25,0,0,-0.345,0,0,0,-0.345,0,0,0,-0.621,0,-0.19,0,0,0,Mega,0,0,0,0,0,379130,0,0,0.623348018,,
PetroChina,Public,China,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.318,0,-0.545,0.25,0,0,-0.334,0,0,0,-0.334,0,0,0,-0.561,0,-0.308,0,0,0,Mega,0,0,0,0,0,410900,0,0,0.495594714,,
Sinopec,Public,China,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0.042,0,0,0,0,0,0,0,0,-0.417,0,-0.75,0.25,0,0,-0.375,0,0,0,-0.375,0,-0.011,0,-0.784,0,-0.428,0,-0.021,0,Mega,0,0,0,0,0,471058,0,0,0.502202643,,
HEICO Corporation,Public,USA,Aerospace and Defense,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mega,0,0,0,0,0,,0,0,,,
HF Sinclair Corporation,Public,USA,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mega,0,0,0,0,0,,0,0,,,
MP Materials Corp,Public,USA,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mega,0,0,0,0,0,,0,0,,,
Coterra Energy,Public,USA,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mega,0,0,0,0,0,,0,0,,,
Southern Company,Public,USA,Environment and Energy,"Southern Company is an American gas and electric utility holding company based in the southern United States. It is headquartered in Atlanta, Georgia, with executive offices also located in Birmingham, Alabama. The company is the second largest utility company in the U.S. in terms of customer base, as of 2021. Through its subsidiaries it serves 9 million gas and electric utility customers in 6 states. Southern Company's regulated regional electric utilities serve a 120,000-square-mile (310,000 km2) territory with 27,000 miles (43,000 km) of distribution lines.CollapseSource: Wikipedia",www.southerncompany.com/,"27,300 (Demandbase, 2021)",North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mega,0,0,0,0,0,,0,0,,,
Lucid Group Inc,Public,USA,Automotive and Parts,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mega,0,0,0.061744705,0,0,,0,0,,,
Wharf Real Estate Investment,Public,Hong Kong,Real Estate,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,-0.32,0,0,0,0,0,0,0,Medium,0,0,0.227678571,0,0,1847,0,0,,,
Reliance Industries,Public,India,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0.01,0,0.028,0,0,0,0,-0.144,0,-0.278,0.25,0,0.136,-0.139,0,0,0,-0.139,0,-0.025,0,-0.329,0,-0.139,0,0,0,Mega,0,0,0.316886942,0,0,87554,0,0,0.674008811,,
Energy Fuels,Public,USA,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0.05,-0.25,0,0,0.25,0,0.1,0,0,0,0.05,0,0.1,0,0,0,0,-0.45,0,-0.9,0,Micro,0,0,1.87497377,0,0,12,0,0,0.491189427,,
ArcelorMittal,Public,Luxembourg,Industrial and Manufacturing,"ArcelorMittal S.A. (French pronunciation: ​[aʁsəlɔʁ mital]) is a multinational steel
manufacturing corporation headquartered in Luxembourg City. It was formed in
2006 from the takeover and merger of Arcelor by Indian-owned Mittal Steel.
ArcelorMittal is the world's largest steel producer, with an annual crude steel
production of 92.5 million metric tonnes as of 2018. It is ranked 123rd in the 2017
Fortune Global 500 ranking of the world's largest corporations....Source: Wikipedia",corporate.arcelormittal.com/,"158,000 (Demandbase, 2021)",Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012,0.25,0,0,0,0,0,0.039,0,0,0,0,-0.039,0,-0.026,0,-0.012,0,Mega,0,0,2.079562629,0,0,76571,0,0,0.533039648,,
